YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUseWN(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,ProportionParkingGFA,ProportionElectricity(kBtu),ProportionNaturalGas(kBtu),ProportionSteamUse(kBtu),Distribution Center,Hospital,Hotel,K-12 School,Laboratory,Large Office,Medical Office,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Small- and Mid-Sized Office,Supermarket / Grocery Store,University,Warehouse,Worship Facility
84,2,40800,73.0,929876.625,27.83,0.68,0.0,0.4129514517102737,0.5870487012405998,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
92,2,20150,80.0,592196.6875,4.02,0.2,0.0,0.9999997830516947,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,7,36000,40.0,1682454.875,11.73,0.33,0.0,1.0000000742961976,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76,2,41276,73.0,2880753.0,96.62,2.34,0.0,0.3141389107706745,0.6858610892293255,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,2,24430,73.0,1297406.125,23.62,0.97,0.0,0.7358770009844278,0.2641231004088888,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,1,22580,90.0,937950.625,9.65,0.43,0.0,0.925916438171578,0.07408369644185729,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,1,20000,18.0,877874.875,33.52,1.68,0.0,0.17385219960576476,0.8261476322768557,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,1,42000,73.0,2298245.25,82.07,1.95,0.0,0.2918243277720562,0.7081758533868718,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,24248,73.0,120610.5,0.79,0.03,0.0,0.9980378343970084,0.001964817213130576,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,6,244500,100.0,11314740.0,292.8,1.2,0.0,0.5752105717418562,0.4247893375110859,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
80,1,24617,73.0,109471.7969,0.75,0.03,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,3,127065,73.0,3363692.75,22.62,0.18,0.6666666666666666,0.9999998459220892,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,1,37247,69.0,1988034.875,58.36,1.57,0.0,0.42775875828391646,0.5722409557803201,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,1,25384,11.0,3207111.5,77.23,3.04,0.0,0.5982784913804848,0.40172134348679395,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,3,49052,96.0,1441445.625,10.05,0.2,0.0,0.9999995664075084,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,2,52110,34.0,671037.375,25.15,0.48,0.0,0.22183156930419895,0.7781681110513139,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
77,2,39036,73.0,1633524.125,39.25,1.01,0.0,0.5944811401850721,0.4055190233958316,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
89,1,26310,96.0,841208.1875,14.99,0.57,0.0,0.7298596758332636,0.2701407292151628,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,1,37883,88.0,12869714.0,413.1,10.9,0.0,0.43105351337192943,0.5689464062072639,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,3,29874,95.0,1478408.125,54.27,1.82,0.0,0.2278082154955095,0.772191980729167,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1,20140,35.0,1164370.875,47.08,2.34,0.0,0.12327825837605522,0.8767220563919466,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,71874,73.0,1393424.5,44.97,0.63,0.4367225978796227,0.36688742281363207,0.6331127783431401,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,2,39953,93.0,1608929.125,28.05,0.7,0.0,0.748095930768501,0.2519041520918723,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,2,21200,15.0,1652954.75,11.69,0.55,0.0,0.9999997017465424,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,1,30630,27.0,6194518.0,42.24,1.38,0.0,0.9999998349424791,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,2,23421,25.0,1955353.0,13.22,0.56,0.0,0.9999998022805098,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,3,117116,83.0,6499178.0,256.31,2.19,0.0,0.1802847461228831,0.8197151665000532,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,24120,66.0,1024822.188,31.54,1.31,0.0,0.3855335883899972,0.6144662016561023,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,3,35736,88.0,1342448.875,51.15,1.43,0.0,0.1855909967081148,0.8144087855602095,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,1,51050,10.0,1355995.25,27.75,0.54,0.0,0.6525255753614294,0.3474746319069332,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61,2,21900,40.0,1439042.25,42.66,1.95,0.0,0.44097691749388507,0.5590231784980393,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,1,16300,100.0,150167.7969,1.6,0.1,0.0,0.9201639955603558,0.07983735692669006,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,33462,1.0,1386445.375,9.67,0.29,0.0,0.9999997295241437,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,1,35310,73.0,1519845.5,44.68,1.27,0.0,0.42376854599963687,0.5762316417627963,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3,36140,73.0,4653535.0,32.44,0.9,0.0,0.9999997851095995,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24,2,47963,73.0,8224244.0,298.91,6.23,0.4458436711631883,0.35749397954017514,0.6425060204598249,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
82,1,23903,65.0,486884.9063,14.37,0.6,0.0,0.40145212781494427,0.5985488501210813,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,3,22522,73.0,630412.625,23.52,1.04,0.0,0.2433042855288681,0.7566959370994777,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,4,38959,73.0,963968.1875,23.84,0.61,0.0,0.5806379047869563,0.41936168119168593,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84,2,25955,73.0,1218112.0,8.49,0.33,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
89,4,46100,75.0,2412536.25,78.19,1.7,0.0,0.5041342936630617,0.24401525035027094,0.2518504272782883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,2,21936,96.0,686216.5,28.78,1.31,0.0,0.1265040164943102,0.8734970101906697,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,1,25406,73.0,2484501.5,41.96,1.65,0.0,0.7787410634586565,0.22125893654134354,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,2,23250,55.0,888432.5,6.3,0.27,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,1,30000,32.0,3246531.0,120.72,4.02,0.0,0.2149513549448501,0.7850486450551499,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,45036,73.0,1989787.875,49.53,1.1,0.0,0.5519574939467329,0.4480426455857301,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,51410,87.0,2256911.75,64.79,1.26,0.0,0.4378423615434399,0.5621575114825749,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2,122679,73.0,17612938.0,588.25,4.8,0.0,0.3726498569557786,0.6273500819872718,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,4,23022,78.0,1075427.75,14.64,0.64,0.0,0.8423072369198404,0.15769288476653312,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,1,27263,73.0,2408141.75,17.22,0.63,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,1,31569,12.0,3344952.0,125.59,3.98,0.0,0.2627224616392837,0.7372773751774414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,1,22509,57.0,177812.7969,1.24,0.06,0.0,1.0000011422125041,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,1,39984,75.0,1163530.25,36.82,0.92,0.0,0.4074914059006545,0.5925082446628526,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,2,73769,92.0,2904558.75,94.85,1.29,0.0,0.3468190793038385,0.6531809206961615,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,26440,91.0,826275.1875,27.93,1.06,0.0,0.31028391499123625,0.6897158245577999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,1,43578,83.0,1436773.875,24.63,0.57,0.0,0.7796105006433249,0.22038958635714337,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,28800,73.0,1266706.875,29.44,1.02,0.0,0.5933224364313079,0.4066770171572112,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,2,28500,92.0,1300765.5,28.64,1.0,0.0,0.6171778709700103,0.38282202150876155,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,26519,73.0,3717064.0,97.27,3.67,0.0,0.58394205749484,0.41605794250516,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27,2,34639,73.0,15960838.0,515.71,14.89,0.44464332111204136,0.4290731137732248,0.5709268216301338,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,26300,73.0,3711173.0,116.94,4.45,0.0,0.434706585922518,0.5652932727483693,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,2,34072,73.0,7007726.0,226.81,6.66,0.0,0.4045862647896538,0.5954136592798156,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,3,23355,77.0,840549.375,5.86,0.25,0.0,0.99999955386321,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,4,30840,30.0,3840161.75,101.21,3.28,0.0,0.5318794927666219,0.4681203660984244,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,1,20332,73.0,431857.6875,10.99,0.54,0.0,0.5447819881746425,0.4552188076312694,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,1,21850,100.0,359962.5938,13.09,0.6,0.0,0.2582046706087665,0.7417940508917007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,4,32282,73.0,1500695.375,34.62,1.07,0.2163744501579828,0.6119481782988139,0.3880516420666096,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,13,307557,73.0,9691704.0,66.32,0.22,0.27007676625796195,0.9999997897576,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,2,28309,73.0,498364.9063,11.85,0.42,0.0,0.5542088404596891,0.4457913772908586,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
98,4,45500,77.0,2934339.25,122.0,2.68,0.0,0.38203847342204855,0.28179147340954674,0.33616994154511637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,5,38376,73.0,2142457.5,14.35,0.37,0.0,1.0000000607228583,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,4,42804,73.0,1598032.0,46.53,1.09,0.0,0.4981651849860319,0.5018349768784658,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,5,57600,73.0,7355579.0,223.36,3.88,0.0,0.45790977780374287,0.5420900790064229,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,4,33300,73.0,1355968.5,18.76,0.56,0.0,0.8353438390505457,0.1646558696867246,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,3,22200,73.0,231847.0938,7.05,0.32,0.0,0.34148062149977493,0.6585209515161672,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,2,29498,73.0,3930355.5,50.05,1.7,0.0,0.8632976646637395,0.1367022026715749,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
76,1,23050,27.0,486485.3125,3.25,0.14,0.0,1.0000006696342176,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,4,48350,45.0,3280955.5,22.09,0.46,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,1,46059,82.0,1656820.0,20.66,0.45,0.0,0.8682076891794307,0.13179238980173122,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,2,23595,72.0,823716.875,6.53,0.28,0.0,0.9779686653432788,0.022031793423034383,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,3,28142,96.0,911154.125,34.08,1.21,0.0,0.48884673515787175,0.1090558830831593,0.40209712358335237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,3,28760,73.0,2726126.75,124.59,4.33,0.0,0.21873310260979326,0.5898458069242674,0.191421209924336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
110,4,39030,99.0,773324.6875,13.69,0.35,0.0,0.7350655335956605,0.2649346416395709,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
103,3,47215,58.0,2136896.0,63.81,1.35,0.0,0.7634051959768643,0.4739403143122556,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,2,61580,73.0,4489734.5,69.53,1.13,0.43845404352062356,0.7922586400148781,0.20774135998512183,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,3,30720,73.0,1361277.25,25.53,0.83,0.0,0.7217397478562192,0.27825986414670323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,2,20640,73.0,412562.4063,2.88,0.14,0.0,0.9999990151792947,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,34914,73.0,1314474.5,9.29,0.27,0.0,1.0000002812592201,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3,20897,73.0,1031474.188,17.79,0.85,0.0,0.7516064901756169,0.24839370414024267,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96,2,36940,100.0,336745.4063,2.35,0.06,0.0,0.9999987934505048,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,3,22866,73.0,1213909.875,20.76,0.91,0.0,0.7609972391850022,0.2390026524670132,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
92,1,30240,78.0,1316900.75,18.19,0.6,0.0,0.8392688950248666,0.1607312038185176,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,2,28586,73.0,5078204.0,35.4,1.24,0.0,0.9999998030799866,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,3,28800,73.0,4644346.0,190.45,6.61,0.0,0.2623176653935775,0.7376823346064225,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3,28800,73.0,935833.1875,29.21,1.01,0.0,0.4477121579755295,0.5522876336735866,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,3,35202,2.0,3605755.5,25.14,0.71,0.0,0.9999998613328053,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,6,95117,1.0,7437745.0,183.79,1.93,0.27420965757961246,0.5980169925847749,0.40198293799142937,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
102,2,24600,69.0,347690.5938,5.66,0.23,0.0,0.7802585335868628,0.21974297671566592,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,1,48850,73.0,1259282.25,65.05,1.33,0.0,0.22560169180346984,0.007410573113470346,0.7669873824672855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,3,54863,100.0,2066851.25,14.21,0.26,0.0,0.9999996932847456,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1,25000,73.0,2044286.625,65.89,2.64,0.0,0.4331704396282472,0.566829623214122,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55,1,25000,73.0,342696.3125,8.61,0.34,0.0,0.500803635952043,0.4991946226916145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,1,22622,73.0,872014.3125,26.56,1.17,0.0,0.4075002032666218,0.5925002004406708,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,3,27544,94.0,1092060.75,17.41,0.63,0.0,0.785248154080651,0.21475233057162313,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,7,47415,73.0,1552850.625,10.31,0.22,0.0,0.999999830964498,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,3,22960,73.0,2447325.5,95.38,4.15,0.0,0.2392285253131585,0.7607710335719324,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,1,44739,17.0,15006878.0,393.07,8.79,0.0,0.5670106973125186,0.4329892341277103,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,1,22778,73.0,2675057.75,120.86,5.31,0.0,0.09081279350561774,0.9091872064943822,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,21562,20.0,1000251.875,37.28,1.73,0.0,0.2189532605911819,0.7810467394088181,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,1,25753,73.0,1612521.0,62.51,2.43,0.0,0.16801242117717102,0.8319873974176244,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,3,71280,73.0,23204450.0,861.85,12.09,0.0,0.33066333775887624,0.6693366183194989,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,3,38297,85.0,2127889.25,69.18,1.81,0.0,0.338499736302016,0.6615004669334245,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,16,153312,51.0,22092840.0,792.6,5.17,0.0,0.3183355890924674,0.6816644593837318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,1,24200,73.0,900697.125,22.38,0.92,0.0,0.5642363979724768,0.4357639801331219,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,4,23513,73.0,1778251.875,49.79,2.12,0.09403308807893505,0.5311190756237223,0.46888078074502393,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,3,66610,73.0,742571.5,18.81,0.28,0.0,0.5144063575050322,0.4855936424949678,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,1,36000,73.0,3823703.75,58.79,1.63,0.0,0.8016436949126161,0.19835609938553428,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,2,23222,62.0,1331981.25,55.06,2.37,0.0,0.17277594156311593,0.8272239559663712,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,24476,73.0,2800725.0,91.69,3.75,0.0,0.40461271591290826,0.5953871901746556,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2,24750,73.0,906960.625,28.07,1.13,0.0,0.37338826655576063,0.62661197310869,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,3,60000,52.0,3928621.25,121.63,2.03,0.0,0.4239556518818919,0.5760442102025772,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2,46560,73.0,734550.6875,17.31,0.37,0.0,0.6077884695187034,0.39221198301409105,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,3,30408,61.0,1469861.875,10.04,0.33,0.0,0.9999998264556854,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,3,30109,89.0,1589657.75,34.03,1.13,0.0,0.6478631146256223,0.3521370559302004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,2,39929,82.0,2001873.25,47.18,1.18,0.0,0.5872528143845956,0.41274718561540436,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2,25481,92.0,1052797.5,38.59,1.51,0.0,0.2391134284996768,0.7608862307524292,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,1,141297,76.0,20378838.0,717.93,5.08,0.0,0.3499851518873372,0.6500147451437817,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,2,27788,73.0,2127889.25,35.99,1.3,0.0,0.7830734530573255,0.216926429007368,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,4,41704,73.0,1974631.125,58.52,1.4,0.20583157490888165,0.49858139510059485,0.5014184762919168,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2,22324,53.0,723060.1875,22.33,1.0,0.0,0.32927907474852197,0.6707207129755167,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,2,31360,73.0,1886366.625,39.65,1.26,0.0,0.6529410545686046,0.3470588005129533,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,1,30496,73.0,2217613.5,46.01,1.51,0.0,0.6504774407354436,0.3495224337725178,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3,27600,84.0,1103795.25,12.57,0.46,0.0,0.8970179234252252,0.10298172681073137,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,2,55974,98.0,6412428.0,203.21,3.63,0.0,0.43320750694397697,0.5667924930560231,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,2,52901,75.0,2508012.0,60.2,1.14,0.0,0.5686618382371977,0.43133816176280226,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1,22583,95.0,2123591.75,70.92,3.14,0.0,0.3753512738724916,0.6246487261275083,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,3,31686,35.0,2305643.5,16.07,0.51,0.23221612068421385,0.9999997831408021,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,3,26694,92.0,735909.0,5.02,0.19,0.22604330561174796,1.000000433924909,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,1,29400,69.0,227509.5,1.59,0.05,0.0,0.9999978022895747,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,3,22452,85.0,1269576.0,41.88,1.87,0.0,0.42148052887513565,0.5785194711248643,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,25767,22.0,1620383.625,11.02,0.43,0.0,0.9999995257225183,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62,4,33910,75.0,1904055.75,38.21,1.13,0.0,0.6967852397989559,0.3032146230519862,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,2,78401,73.0,2846592.0,87.41,1.11,0.0,0.3817295527660777,0.6182703457072969,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,78716,38.0,4311327.5,48.13,0.61,0.0,0.89692609954321,0.10307371769937905,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,2,33300,92.0,1903636.375,69.2,2.08,0.0,0.21063517739522172,0.7893650577537675,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1,28808,29.0,9450746.0,226.73,7.87,0.0,0.6188446214794224,0.38115527020844453,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
58,1,27966,58.0,1181649.25,7.67,0.27,0.25044697132231997,1.00000022716952,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
65,1,26226,37.0,7798479.5,156.18,5.96,0.0,0.704985153979729,0.2950147801272802,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
